Unnamed: 0,flat_data,Target,Path,height,width,channels,CircleArea,x_circle,y_circle,r_circle,b_mean_circle,g_mean_circle,r_mean_circle,b_var_circle,g_var_circle,r_var_circle,b_std_circle,g_std_circle,r_std_circle,HOG,HOG_max,HOG_min,HOG_mean,HOG_std,SIFT,SIFT_mean,SIFT_std,TEXTURE,New Target,New Target Name
221,[0 0 8 ... 0 0 0],6,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 21 - Arancio - 32 mm 1000 ml/Product_Prod0012_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,280861.29,586,470,299,15.0,61.0,167.0,11.0,15.0,162.0,3.0,4.0,13.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999472164,0.0004621740317933,0.0169783234982095,0.0657830759982206,[28.  0.  0. ...  0.  1.  1.],15.948661,42.34361,"[ 7.44437840e-01  9.13732079e+00  9.95015682e-01  9.16552271e+02
  9.13570820e-01  2.40664375e+01  3.65707176e+03  1.26391566e+00
  1.47048773e+00  7.50375348e-03  7.52566201e-01 -6.35914445e-01
  8.63773368e-01]",2,Flipoff Arancio
222,[0 0 8 ... 0 0 0],6,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 21 - Arancio - 32 mm 1000 ml/Product_Prod0091_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,278985.76,616,470,298,16.0,62.0,170.0,11.0,14.0,146.0,3.0,4.0,12.0,[0. 0. 0. ... 0. 0. 0.],0.999999999994212,0.0006105697717174,0.0169624630901243,0.0655321602516945,[23.  0.  0. ...  0.  1.  6.],16.239063,42.224983,"[ 7.46358898e-01  9.26631314e+00  9.95069417e-01  9.39620991e+02
  9.14003300e-01  2.42617114e+01  3.74921765e+03  1.24647930e+00
  1.45657262e+00  7.18193610e-03  7.47727564e-01 -6.32225245e-01
  8.60122987e-01]",2,Flipoff Arancio
223,[0 0 0 ... 0 4 0],6,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 21 - Arancio - 32 mm 1000 ml/Product_Prod0001_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,278985.76,602,490,298,16.0,62.0,170.0,12.0,15.0,154.0,3.0,4.0,12.0,[0. 0. 0. ... 0. 0. 0.],0.999999999949457,0.0006357610894467,0.0169254675372281,0.0656268252195897,[22.  0.  0. ...  0.  0.  1.],15.774357,42.42303,"[ 7.46328164e-01  9.31944340e+00  9.94985398e-01  9.29174761e+02
  9.13734162e-01  2.41219673e+01  3.70737960e+03  1.25547053e+00
  1.46977566e+00  6.00757624e-03  7.53693375e-01 -6.31157277e-01
  8.61452575e-01]",2,Flipoff Arancio
224,[0 0 8 ... 0 4 8],6,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 21 - Arancio - 32 mm 1000 ml/Product_Prod0082_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,269702.36,600,466,293,16.0,62.0,168.0,12.0,16.0,170.0,3.0,4.0,13.0,[0. 0. 0. ... 0. 0. 0.],0.999999999994212,0.0004698339828832,0.0163338656518546,0.0646209198631264,[33.  0.  0. ...  0.  0.  4.],16.100183,42.319633,"[ 7.54171526e-01  9.07514547e+00  9.94948949e-01  8.98288252e+02
  9.16919487e-01  2.32505106e+01  3.58407786e+03  1.22895179e+00
  1.43112570e+00  7.23538707e-03  7.28569890e-01 -6.37294956e-01
  8.58912346e-01]",2,Flipoff Arancio
225,[0 0 8 ... 0 4 8],6,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 21 - Arancio - 32 mm 1000 ml/Product_Prod0079_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,275253.55,604,462,296,16.0,62.0,170.0,11.0,13.0,131.0,3.0,4.0,11.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999980728,0.0008812891984579,0.0167445056353671,0.0652041382848934,[27.  0.  0. ...  0.  0.  1.],15.685938,42.435436,"[ 7.48380787e-01  9.27664583e+00  9.95027099e-01  9.32663519e+02
  9.14833869e-01  2.40551938e+01  3.72137743e+03  1.23378935e+00
  1.44304787e+00  6.83581499e-03  7.41713501e-01 -6.31321476e-01
  8.57788762e-01]",2,Flipoff Arancio
226,[0 0 8 ... 0 4 0],6,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 21 - Arancio - 32 mm 1000 ml/Product_Prod0011_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,275253.55,598,476,296,16.0,62.0,170.0,12.0,14.0,138.0,3.0,4.0,12.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999995356,0.0006577552289204,0.0168403037264015,0.0653931833978055,[33.  0.  0. ...  0.  1.  3.],15.9817705,42.35638,"[ 7.48360541e-01  9.23519568e+00  9.95015544e-01  9.26343801e+02
  9.14123639e-01  2.39711383e+01  3.69614001e+03  1.23738649e+00
  1.45111753e+00  6.93879841e-03  7.48812016e-01 -6.29978074e-01
  8.58294877e-01]",2,Flipoff Arancio
227,[0 0 8 ... 0 4 0],6,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 21 - Arancio - 32 mm 1000 ml/Product_Prod0092_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,278985.76,602,466,298,16.0,62.0,168.0,11.0,15.0,163.0,3.0,4.0,13.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999995892,0.0008459618735157,0.0168770070189393,0.0655116370289422,[37.  0.  0. ...  1.  0.  2.],15.359786,42.572624,"[ 7.46369533e-01  9.18654364e+00  9.95019798e-01  9.22251089e+02
  9.14258760e-01  2.40280401e+01  3.67981781e+03  1.25240040e+00
  1.45985581e+00  6.94039398e-03  7.47046276e-01 -6.36223872e-01
  8.62453493e-01]",2,Flipoff Arancio
228,[0 4 8 ... 0 4 8],6,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 21 - Arancio - 32 mm 1000 ml/Product_Prod0050_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,271546.47,598,476,294,16.0,62.0,163.0,17.0,26.0,238.0,4.0,5.0,15.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999978058,0.000900063809581,0.0168164829868332,0.0647560941248197,[49.  0.  0. ...  0.  0.  1.],18.892578,41.13282,"[ 7.52120632e-01  9.11174258e+00  9.94785861e-01  8.73699974e+02
  9.14847005e-01  2.30127216e+01  3.48568815e+03  1.26213356e+00
  1.48426150e+00  5.81882865e-03  7.47147732e-01 -6.34435303e-01
  8.64954882e-01]",2,Flipoff Arancio
229,[0 0 0 ... 0 0 0],6,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 21 - Arancio - 32 mm 1000 ml/Product_Prod0086_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,277116.51,600,452,297,16.0,62.0,168.0,11.0,13.0,145.0,3.0,4.0,12.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999937524,0.0004340557796776,0.0168360825590611,0.06564981312862,[65.  1.  0. ...  0.  0.  4.],16.02009,42.335194,"[ 7.46381423e-01  9.15245213e+00  9.95047478e-01  9.23964109e+02
  9.14422004e-01  2.40582526e+01  3.68670398e+03  1.24233048e+00
  1.44735091e+00  7.52067533e-03  7.44629604e-01 -6.35109267e-01
  8.60187847e-01]",2,Flipoff Arancio
230,[0 4 8 ... 0 0 0],6,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 21 - Arancio - 32 mm 1000 ml/Product_Prod0116_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,277116.51,604,484,297,16.0,61.0,163.0,14.0,21.0,212.0,4.0,5.0,15.0,[0. 0. 0. ... 0. 0. 0.],0.99999999999385,0.0008600762422921,0.0171010297478875,0.0655387304737284,[45.  1.  0. ...  0.  0.  1.],20.614843,40.303936,"[ 7.46282991e-01  9.10272802e+00  9.94880682e-01  8.89003387e+02
  9.13273197e-01  2.35674949e+01  3.54691082e+03  1.27383439e+00
  1.48967981e+00  5.75148261e-03  7.55347701e-01 -6.36861962e-01
  8.66810411e-01]",2,Flipoff Arancio
231,[0 0 0 ... 0 4 0],6,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 21 - Arancio - 32 mm 1000 ml/Product_Prod0102_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,267864.53,600,464,292,15.0,61.0,163.0,12.0,18.0,206.0,4.0,4.0,14.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999969232,0.000579394650654,0.0163832374639458,0.0646515986693313,[32.  0.  0. ...  0.  0.  1.],17.445871,41.75133,"[ 7.54140020e-01  8.72045875e+00  9.94889691e-01  8.53170867e+02
  9.16650259e-01  2.26405742e+01  3.40396301e+03  1.23986330e+00
  1.44189826e+00  7.56515138e-03  7.29691897e-01 -6.41459387e-01
  8.62383553e-01]",2,Flipoff Arancio
232,[0 0 8 ... 0 4 0],6,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 21 - Arancio - 32 mm 1000 ml/Product_Prod0071_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,275253.55,594,466,296,16.0,62.0,169.0,12.0,15.0,159.0,3.0,4.0,13.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999471074,0.0006248007571613,0.0166322181531174,0.0651044065338284,[43.  0.  0. ...  0.  1.  3.],18.796484,41.161243,"[ 7.48374276e-01  9.28492198e+00  9.94950745e-01  9.19379435e+02
  9.14942327e-01  2.38734647e+01  3.66823282e+03  1.24299298e+00
  1.45216155e+00  6.16507739e-03  7.43612896e-01 -6.34215905e-01
  8.60439130e-01]",2,Flipoff Arancio
233,[0 4 8 ... 0 4 0],6,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 21 - Arancio - 32 mm 1000 ml/Product_Prod0061_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,284631.2,602,468,301,16.0,62.0,167.0,11.0,15.0,168.0,3.0,4.0,13.0,[0. 0. 0. ... 0. 0. 0.],0.9999328358983685,0.0009064851647867,0.0173127275769345,0.0661192733818558,[50.  1.  0. ...  1.  1.  1.],16.090746,42.285667,"[ 7.40520903e-01  9.30640544e+00  9.95014145e-01  9.33225497e+02
  9.12054657e-01  2.45168008e+01  3.72359558e+03  1.27777556e+00
  1.48809723e+00  6.96263291e-03  7.62250985e-01 -6.35674473e-01
  8.66054102e-01]",2,Flipoff Arancio
234,[0 0 8 ... 0 0 0],6,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 21 - Arancio - 32 mm 1000 ml/Product_Prod0112_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,282743.1,608,496,300,16.0,62.0,168.0,11.0,14.0,163.0,3.0,4.0,13.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999971056,0.0006297012395576,0.0170697284825492,0.0661824237862458,[29.  0.  0. ...  0.  2.  2.],15.822443,42.394886,"[ 7.42443803e-01  9.35117614e+00  9.95013649e-01  9.37621447e+02
  9.12956069e-01  2.44640365e+01  3.74113461e+03  1.26512936e+00
  1.47567995e+00  6.27693004e-03  7.54851371e-01 -6.35279773e-01
  8.64189763e-01]",2,Flipoff Arancio
235,[0 8 0 ... 0 4 0],7,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211110 - Flipoff e Cap Parma/Product_Prod0065_Cam00_Pre00_Img000_ResM000_ResImg000.png,544,704,3,63347.02,378,248,142,235.0,72.0,16.0,32.0,4.0,2.0,6.0,2.0,2.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999242604,0.0006634309385981,0.0121111019227774,0.0644977009188213,"[ 36.   0.   0.   0.   0.   0.   0.   3. 189.   0.   0.   0.   0.   0.
   0.  33. 148.   1.   0.   0.   0.   0.   0.  17.   2.   1.   0.   0.
   0.   0.   0.   1.  58.   1.   0.   0.   0.   0.   0.   5. 189.   6.
   0.   0.   0.   0.   0.  38. 162.   4.   0.   0.   0.   0.   0.  11.
   3.   1.   0.   0.   0.   0.   0.   1.  56.   5.   0.   0.   0.   0.
   0.   0. 189.  51.   0.   0.   0.   0.   0.   3. 169.  14.   0.   0.
   0.   0.   0.   4.   2.   0.   0.   0.   0.   0.   1.   2.  29.   4.
   0.   0.   0.   0.   0.   0. 189.  63.   0.   0.   0.   0.   0.   0.
 153.  30.   0.   0.   0.   0.   0.   1.   3.   1.   0.   0.   0.   0.
   0.   1.  25.   0.   0.   0.   0.   0.   0.   3. 189.   0.   0.   0.
   0.   0.   0.  60. 158.   4.   1.   1.   0.   0.   0.  28.   1.   1.
   1.   2.   1.   1.   0.   0.  48.   1.   0.   0.   0.   0.   0.   4.
 189.   5.   0.   0.   0.   0.   0.  50. 165.   4.   0.   0.   0.   0.
   0.  16.   2.   1.   1.   1.   0.   0.   1.   1.  49.   4.   0.   0.
   0.   0.   0.   0. 189.  39.   0.   0.   0.   0.   0.   4. 166.  13.
   0.   0.   0.   0.   0.   4.   3.   2.   0.   0.   0.   0.   1.   2.
  31.   2.   0.   0.   0.   0.   0.   0. 189.  27.   0.   0.   0.   0.
   0.   0. 154.  14.   0.   0.   0.   0.   0.   1.   3.   1.   0.   0.
   0.   0.   1.   2.  30.   0.   0.   0.   0.   0.   0.   4. 185.   0.
   0.   0.   0.   0.   0.  58. 157.   1.   0.   0.   0.   0.   0.  26.
   5.   2.   0.   0.   0.   0.   0.   0.  54.   0.   0.   0.   0.   0.
   0.   4. 185.   3.   0.   0.   0.   0.   0.  46. 173.   2.   0.   0.
   0.   0.   0.  18.   4.   2.   0.   0.   0.   0.   0.   1.  56.   5.
   0.   0.   0.   0.   0.   1. 185.  39.   0.   0.   0.   0.   0.   6.
 167.  18.   0.   0.   0.   0.   0.   2.   4.   2.   0.   0.   0.   0.
   1.   1.  34.   3.   0.   0.   0.   0.   0.   0. 185.  34.   0.   0.
   0.   0.   0.   0. 157.  15.   0.   0.   0.   0.   0.   1.   5.   1.
   0.   0.   0.   0.   0.   1.  13.   0.   0.   0.   0.   0.   0.   2.
 182.   0.   0.   0.   0.   0.   0.  46. 165.   1.   0.   0.   0.   0.
   0.  25.   2.   1.   1.   0.   0.   0.   0.   1.  24.   0.   0.   0.
   0.   0.   0.   2. 182.   2.   0.   0.   0.   0.   0.  20. 182.   2.
   0.   0.   0.   0.   0.  10.   1.   1.   1.   1.   0.   0.   1.   0.
  25.   1.   0.   0.   0.   0.   0.   0. 182.  23.   0.   0.   0.   0.
   0.   2. 182.  10.   0.   0.   0.   0.   0.   2.   1.   0.   0.   0.
   0.   1.   1.   1.  16.   1.   0.   0.   0.   0.   0.   0. 182.  26.
   0.   0.   0.   0.   0.   0. 169.  11.   0.   0.   0.   0.   0.   2.
   2.   0.   0.   0.   1.   1.   1.   1.  34.   0.   0.   0.   0.   0.
   0.   3. 195.   0.   0.   0.   0.   0.   0.  25. 145.   0.   0.   0.
   0.   0.   0.  14.   3.   1.   0.   0.   0.   0.   0.   2.  52.   0.
   0.   0.   0.   0.   0.   3. 195.   2.   0.   0.   0.   0.   0.  22.
 164.   2.   0.   0.   0.   0.   0.  13.   1.   3.   1.   0.   0.   0.
   0.   0.  53.   2.   0.   0.   0.   0.   0.   1. 195.  29.   0.   0.
   0.   0.   0.   3. 163.  12.   0.   0.   0.   0.   0.   2.   1.   0.
   0.   0.   0.   0.   1.   1.  31.   3.   0.   0.   0.   0.   0.   0.
 195.  49.   0.   0.   0.   0.   0.   0. 149.  18.   0.   0.   0.   0.
   0.   0.   1.   0.   0.   0.   0.   0.   1.   0.]",14.267187,42.927322,"[ 7.98401184e-01  7.32286931e+00  9.92908343e-01  5.16238493e+02
  9.64907479e-01  1.57056807e+01  2.05763110e+03  8.25953940e-01
  8.94143202e-01  6.54421027e-03  3.80312162e-01 -7.35883878e-01
  8.04266990e-01]",3,Flipoff Blu
236,[0 4 0 ... 0 4 0],7,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211110 - Flipoff e Cap Parma/Product_Prod0030_Cam00_Pre00_Img000_ResM000_ResImg000.png,544,704,3,63347.02,378,252,142,240.0,74.0,16.0,20.0,5.0,2.0,4.0,2.0,2.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999964984,0.0004734408347614,0.0120562492055725,0.064356067839179,[35.  0.  0. ...  1.  0.  0.],15.125,42.667744,"[ 7.98169437e-01  8.30101201e+00  9.92305304e-01  5.39333763e+02
  9.55645327e-01  1.60523981e+01  2.14903404e+03  8.36837567e-01
  9.23418907e-01  8.86622488e-03  4.17319251e-01 -7.13113245e-01
  8.00357415e-01]",3,Flipoff Blu
237,[0 8 0 ... 0 4 0],7,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211110 - Flipoff e Cap Parma/Product_Prod0019_Cam00_Pre00_Img000_ResM000_ResImg000.png,544,704,3,63347.02,374,254,142,233.0,72.0,16.0,338.0,34.0,5.0,18.0,6.0,2.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999992368,0.0004774009617694,0.0124424611843785,0.0650393709775711,[27.  2.  0. ...  0.  0.  0.],16.430288,42.15321,"[ 7.98167033e-01  7.37751471e+00  9.92812586e-01  5.13160878e+02
  9.60955895e-01  1.56085077e+01  2.04526600e+03  8.68520677e-01
  9.51474405e-01  7.99256591e-03  4.11311037e-01 -7.22654974e-01
  8.11898884e-01]",3,Flipoff Blu
238,[0 8 0 ... 0 4 0],7,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211110 - Flipoff e Cap Parma/Product_Prod0153_Cam00_Pre00_Img000_ResM000_ResImg000.png,544,704,3,63347.02,380,254,142,237.0,72.0,16.0,31.0,4.0,2.0,6.0,2.0,1.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999995622,0.000880300422021,0.0121862081896401,0.0649373185962273,[21.  0.  0. ...  1.  0.  0.],17.410156,41.729088,"[ 7.98536554e-01  7.39544457e+00  9.92904141e-01  5.21045200e+02
  9.63588504e-01  1.57790500e+01  2.07678536e+03  8.15165878e-01
  8.87559858e-01  8.80825916e-03  3.85385917e-01 -7.30642436e-01
  7.99988661e-01]",3,Flipoff Blu
239,[0 8 0 ... 0 4 0],7,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211110 - Flipoff e Cap Parma/Product_Prod0009_Cam00_Pre00_Img000_ResM000_ResImg000.png,544,704,3,62457.95,366,250,141,231.0,71.0,16.0,789.0,77.0,8.0,28.0,9.0,3.0,[0. 0. 0. ... 0. 0. 0.],0.99999999993912,0.0006875630442519,0.0121126962225101,0.0644974015276159,[23.  0.  0. ...  1.  2.  2.],19.0083,41.08355,"[ 8.02374822e-01  7.55098696e+00  9.92438840e-01  4.99266500e+02
  9.65057437e-01  1.51734645e+01  1.98951501e+03  8.35216289e-01
  9.07132061e-01  5.14280636e-03  3.85678848e-01 -7.33608625e-01
  8.06433408e-01]",3,Flipoff Blu
240,[0 8 0 ... 0 4 0],7,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211110 - Flipoff e Cap Parma/Product_Prod0147_Cam00_Pre00_Img000_ResM000_ResImg000.png,544,704,3,62457.95,372,256,141,238.0,73.0,16.0,29.0,5.0,3.0,5.0,2.0,2.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999994604,0.000577854994245,0.0120991863779095,0.0648027245147385,[32.  0.  0. ...  3.  1.  0.],19.609976,40.776848,"[ 8.01665064e-01  8.08240110e+00  9.92201835e-01  5.18163084e+02
  9.60494587e-01  1.55809557e+01  2.06456994e+03  8.17545733e-01
  8.96617643e-01  7.71863356e-03  4.01484327e-01 -7.18601249e-01
  7.96322034e-01]",3,Flipoff Blu
241,[0 4 0 ... 0 4 0],7,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211110 - Flipoff e Cap Parma/Product_Prod0020_Cam00_Pre00_Img000_ResM000_ResImg000.png,544,704,3,63347.02,378,250,142,236.0,72.0,16.0,36.0,6.0,4.0,6.0,3.0,2.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999673468,0.0004281552508174,0.0119355601483839,0.064226345183266,[19.  0.  0. ...  1.  0.  0.],17.882212,41.53493,"[ 7.98667729e-01  7.57613626e+00  9.92698522e-01  5.18746322e+02
  9.66537979e-01  1.57406195e+01  2.06740915e+03  8.20385977e-01
  8.88830712e-01  5.97461203e-03  3.67469316e-01 -7.42078476e-01
  8.05944268e-01]",3,Flipoff Blu
242,[0 8 0 ... 0 4 0],7,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211110 - Flipoff e Cap Parma/Product_Prod0118_Cam00_Pre00_Img000_ResM002_ResImg000.png,544,704,3,63347.02,380,254,142,236.0,72.0,16.0,27.0,3.0,2.0,5.0,2.0,1.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999995356,0.0004630970428078,0.0119535036285493,0.0649805568421153,[22.  1.  0. ...  1.  0.  0.],17.889322,41.50956,"[ 7.98609346e-01  7.34817439e+00  9.92890514e-01  5.16723281e+02
  9.66969157e-01  1.57143029e+01  2.05954495e+03  8.11042315e-01
  8.75349802e-01  8.62630328e-03  3.60135734e-01 -7.45626017e-01
  8.04191306e-01]",3,Flipoff Blu
243,[0 8 0 ... 0 4 0],7,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211110 - Flipoff e Cap Parma/Product_Prod0028_Cam00_Pre00_Img000_ResM000_ResImg000.png,544,704,3,58106.85,378,262,136,239.0,73.0,16.0,16.0,4.0,3.0,4.0,2.0,2.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999936792,0.0004186826553503,0.0108675499445905,0.0630333004143003,[30.  0.  0. ...  0.  0.  0.],17.377604,41.805405,"[ 8.15529172e-01  8.11217866e+00  9.91726301e-01  4.90180016e+02
  9.65477180e-01  1.45597281e+01  1.95260789e+03  7.28036739e-01
  7.96087156e-01  9.09037216e-03  3.41910706e-01 -7.42400542e-01
  7.80577576e-01]",3,Flipoff Blu
