Unnamed: 0,flat_data,Target,Path,height,width,channels,CircleArea,x_circle,y_circle,r_circle,b_mean_circle,g_mean_circle,r_mean_circle,b_var_circle,g_var_circle,r_var_circle,b_std_circle,g_std_circle,r_std_circle,HOG,HOG_max,HOG_min,HOG_mean,HOG_std,SIFT,SIFT_mean,SIFT_std
98,[0 0 0 ... 8 4 0],2,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 13 - Trasparente - Rosso - Oro - 32 mm - 1000 ml/Product_Prod0045_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,282743.1,600,478,300,58.0,68.0,77.0,612.0,738.0,545.0,25.0,27.0,23.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999923854,0.0008430889444507707,0.016571826806835433,0.06605585537803217,[55.  0.  0. ... 15.  4.  0.],22.297739,39.37969
99,[0 0 0 ... 0 4 0],2,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 13 - Trasparente - Rosso - Oro - 32 mm - 1000 ml/Product_Prod0037_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,172020.9,594,476,234,50.0,57.0,73.0,313.0,344.0,285.0,18.0,19.0,17.0,[0. 0. 0. ... 0. 0. 0.],0.9999999996839506,0.0009314993171349695,0.010877679985014264,0.05307921102036311,[7. 0. 0. ... 0. 0. 0.],23.840996,38.463104
100,[0 0 0 ... 0 4 0],2,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 13 - Trasparente - Rosso - Oro - 32 mm - 1000 ml/Product_Prod0016_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,282743.1,588,458,300,65.0,74.0,83.0,530.0,682.0,466.0,23.0,26.0,22.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999799726,0.0007738348022915778,0.017145494176822616,0.06612064464985258,[0. 0. 0. ... 0. 0. 0.],23.334959,38.78182
101,[0 0 0 ... 0 4 0],2,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 13 - Trasparente - Rosso - Oro - 32 mm - 1000 ml/Product_Prod0043_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,282743.1,610,468,300,61.0,71.0,80.0,565.0,687.0,517.0,24.0,26.0,23.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999881649,0.0007455314558684075,0.016739492982527467,0.06609805826602964,[0. 0. 0. ... 0. 0. 0.],22.915863,39.02497
102,[0 0 0 ... 0 4 0],2,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 13 - Trasparente - Rosso - Oro - 32 mm - 1000 ml/Product_Prod0047_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,282743.1,608,490,300,58.0,68.0,78.0,490.0,625.0,500.0,22.0,25.0,22.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999990151,0.0008313045306871925,0.016594220034464653,0.06609246979858759,[113.   2.   0. ...   0.   0.   2.],22.380972,39.33021
103,[0 0 0 ... 0 4 0],2,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 13 - Trasparente - Rosso - Oro - 32 mm - 1000 ml/Product_Prod0040_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,282743.1,598,472,300,70.0,80.0,89.0,538.0,732.0,433.0,23.0,27.0,21.0,[0. 0. 0. ... 0. 0. 0.],0.999999999977883,0.0008388625285935977,0.017711206922588936,0.06597136324816123,[37.  0.  0. ...  0.  0.  0.],22.841307,39.063408
104,[0 0 0 ... 8 4 0],2,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 13 - Trasparente - Rosso - Oro - 32 mm - 1000 ml/Product_Prod0015_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,280861.29,588,468,299,65.0,75.0,84.0,483.0,620.0,411.0,22.0,25.0,20.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999346939,0.0005161787844242513,0.016994492275817535,0.06590605037856025,[0. 0. 0. ... 4. 0. 0.],22.839645,39.07416
105,[0 0 0 ... 0 4 0],2,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 13 - Trasparente - Rosso - Oro - 32 mm - 1000 ml/Product_Prod0069_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,280861.29,608,474,299,60.0,70.0,79.0,514.0,620.0,471.0,23.0,25.0,22.0,[0. 0. 0. ... 0. 0. 0.],0.9999999996970413,0.00041133385665458803,0.016559318024224078,0.06567769329921959,[129.  16.   0. ...   7.   0.   0.],23.202866,38.854523
106,[0 0 0 ... 0 4 0],2,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 13 - Trasparente - Rosso - Oro - 32 mm - 1000 ml/Product_Prod0038_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,282743.1,618,498,300,65.0,75.0,84.0,469.0,614.0,423.0,22.0,25.0,21.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999723094,0.0008995366304718156,0.01725732605978672,0.06596475293001991,[31.  1.  0. ...  3.  0.  0.],22.647348,39.18272
107,[0 0 0 ... 8 4 0],2,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 13 - Trasparente - Rosso - Oro - 32 mm - 1000 ml/Product_Prod0044_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,169092.94,596,486,232,53.0,59.0,74.0,308.0,339.0,290.0,18.0,18.0,17.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999974963,0.0009291818818558448,0.010685596852035413,0.05301303732008649,[0. 0. 0. ... 7. 0. 0.],22.096655,39.495342
108,[0 0 0 ... 0 4 0],2,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 13 - Trasparente - Rosso - Oro - 32 mm - 1000 ml/Product_Prod0048_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,282743.1,610,456,300,60.0,70.0,79.0,575.0,683.0,518.0,24.0,26.0,23.0,[0. 0. 0. ... 0. 0. 0.],0.9983773126191289,0.0007131646217113541,0.016613074378964098,0.06604549366247003,[15.  1.  0. ...  3.  0.  1.],22.714024,39.139538
109,[0 0 0 ... 0 4 0],3,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 18 - Trasparente - Rosso - Argento - 32 mm - 1000 ml/Product_Prod0022_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,284631.2,606,464,301,79.0,82.0,86.0,988.0,971.0,530.0,31.0,31.0,23.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999948284,0.0009898872180466435,0.017647514921600396,0.0662416803216201,[44.  1.  0. ...  2.  0.  5.],23.689693,38.55606
110,[0 0 0 ... 0 4 0],3,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 18 - Trasparente - Rosso - Argento - 32 mm - 1000 ml/Product_Prod0018_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,286525.57,592,478,302,79.0,82.0,87.0,939.0,915.0,474.0,31.0,30.0,22.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999907752,0.0009658582979544311,0.017924316516157408,0.06654581080023662,[28.  1.  0. ...  1. 29. 40.],23.322258,38.779713
111,[0 0 0 ... 0 4 0],3,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 18 - Trasparente - Rosso - Argento - 32 mm - 1000 ml/Product_Prod0041_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,284631.2,592,456,301,80.0,83.0,88.0,1023.0,1002.0,543.0,32.0,32.0,23.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999983378,0.0010199147449759217,0.017719178960563048,0.06618039333894735,[45.  0.  0. ...  1.  0.  1.],23.728456,38.53377
112,[0 0 0 ... 0 4 0],3,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 18 - Trasparente - Rosso - Argento - 32 mm - 1000 ml/Product_Prod0062_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,280861.29,596,466,299,79.0,82.0,87.0,953.0,923.0,461.0,31.0,30.0,21.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999810578,0.001011182465697782,0.017374803610608096,0.06563696768495386,[21.  1.  0. ...  1.  0.  2.],22.742052,39.132286
113,[0 0 0 ... 0 4 0],3,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 18 - Trasparente - Rosso - Argento - 32 mm - 1000 ml/Product_Prod0034_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,284631.2,604,478,301,77.0,80.0,85.0,910.0,879.0,459.0,30.0,30.0,21.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999954511,0.0006705805549786618,0.017696572688091935,0.06618644181867697,[7. 0. 0. ... 0. 0. 5.],23.690857,38.566113
114,[0 0 0 ... 0 4 0],4,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 19 - Trasparente - Nero - Argento - 32 mm - 1000 ml/Product_Prod0003_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,282743.1,600,470,300,75.0,75.0,67.0,804.0,921.0,960.0,28.0,30.0,31.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999836126,0.000961690294089761,0.016884275396301947,0.06618783017912491,[67.  7.  0. ...  3.  0.  1.],22.283817,39.39087
115,[0 0 0 ... 0 4 0],4,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 19 - Trasparente - Nero - Argento - 32 mm - 1000 ml/Product_Prod0098_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,282743.1,600,458,300,80.0,81.0,73.0,688.0,778.0,811.0,26.0,28.0,28.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999895569,0.0005857517884902672,0.016706616727913928,0.06614857608872854,[69. 10.  0. ...  9. 21. 15.],22.847729,39.06631
116,[0 0 0 ... 0 4 0],4,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 19 - Trasparente - Nero - Argento - 32 mm - 1000 ml/Product_Prod0026_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,284631.2,612,460,301,80.0,82.0,73.0,710.0,806.0,836.0,27.0,28.0,29.0,[0. 0. 0. ... 0. 0. 0.],0.999999999988777,0.0006445411707507875,0.016891721806101885,0.06627020305033654,[53.  8.  0. ... 16.  0.  1.],22.711138,39.140865
117,[0 0 0 ... 0 4 0],4,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 19 - Trasparente - Nero - Argento - 32 mm - 1000 ml/Product_Prod0067_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,282743.1,610,472,300,76.0,77.0,69.0,876.0,1001.0,1044.0,30.0,32.0,32.0,[0. 0. 0. ... 0. 0. 0.],0.9974909103222522,0.0006382185058685688,0.016726265992939377,0.06601691828141028,[22.  0.  0. ...  5.  0.  2.],22.608805,39.199535
118,[0 0 0 ... 8 4 0],4,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 19 - Trasparente - Nero - Argento - 32 mm - 1000 ml/Product_Prod0021_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,282743.1,606,466,300,74.0,75.0,67.0,821.0,936.0,968.0,29.0,31.0,31.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999849634,0.0008808945110966884,0.01679017583879512,0.06600069294132421,[37.  0.  0. ...  0.  0.  0.],21.992643,39.558098
119,[0 0 0 ... 0 4 0],4,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 19 - Trasparente - Nero - Argento - 32 mm - 1000 ml/Product_Prod0049_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,282743.1,594,486,300,84.0,85.0,76.0,633.0,721.0,756.0,25.0,27.0,27.0,[0. 0. 0. ... 0. 0. 0.],0.99999999991808,0.0008689203092779291,0.017347233302720266,0.06589883306545816,[17.  0.  0. ...  4.  1.  5.],22.517927,39.257168
120,[0 0 0 ... 0 4 0],4,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 19 - Trasparente - Nero - Argento - 32 mm - 1000 ml/Product_Prod0025_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,286525.57,602,460,302,81.0,82.0,74.0,795.0,901.0,935.0,28.0,30.0,31.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999147022,0.0005850823562616885,0.017527858171899436,0.06623132154381497,[51.  1.  0. ...  0.  0.  1.],23.843328,38.46467
121,[0 0 0 ... 0 4 0],4,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 19 - Trasparente - Nero - Argento - 32 mm - 1000 ml/Product_Prod0078_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,282743.1,596,466,300,83.0,84.0,76.0,747.0,847.0,879.0,27.0,29.0,30.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999885343,0.0007340099207733075,0.017026031575208645,0.06602483003122268,[23.  0.  0. ...  2.  0.  2.],22.842125,39.069305
122,[0 0 0 ... 8 4 0],4,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 19 - Trasparente - Nero - Argento - 32 mm - 1000 ml/Product_Prod0029_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,286525.57,588,478,302,88.0,89.0,80.0,659.0,761.0,805.0,26.0,28.0,28.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999969704,0.0005965346072805615,0.018099880216289846,0.0664562951463346,[31.  0.  0. ...  8.  1.  3.],23.451202,38.702
123,[0 0 0 ... 0 4 0],4,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 19 - Trasparente - Nero - Argento - 32 mm - 1000 ml/Product_Prod0101_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,280861.29,600,482,299,75.0,75.0,67.0,825.0,940.0,971.0,29.0,31.0,31.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999961285,0.000544449858461412,0.016684128912931966,0.06594299703102921,[27.  0.  0. ...  0.  0.  3.],22.51177,39.266792
124,[0 0 0 ... 0 4 0],4,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 19 - Trasparente - Nero - Argento - 32 mm - 1000 ml/Product_Prod0027_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,288426.24,614,494,303,89.0,90.0,81.0,689.0,797.0,836.0,26.0,28.0,29.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999986325,0.0007858154176363589,0.017981721684492472,0.06623605618112693,[40.  1.  0. ...  6.  0.  0.],23.773973,38.507946
125,[0 0 0 ... 8 4 0],4,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 19 - Trasparente - Nero - Argento - 32 mm - 1000 ml/Product_Prod0023_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,282743.1,608,468,300,83.0,84.0,76.0,676.0,774.0,811.0,26.0,28.0,28.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999986603,0.0007608314239243644,0.01708898981735257,0.06596627266761079,[48.  0.  0. ...  7.  1.  6.],22.826338,39.07856
126,[0 0 0 ... 8 4 0],4,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 19 - Trasparente - Nero - Argento - 32 mm - 1000 ml/Product_Prod0081_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,286525.57,594,482,302,88.0,89.0,79.0,668.0,776.0,823.0,26.0,28.0,29.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999782336,0.0009636259274297467,0.018043691313459086,0.06634550734275377,[47.  2.  0. ...  9.  5.  0.],23.866053,38.44956
127,[0 0 0 ... 0 4 0],4,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 19 - Trasparente - Nero - Argento - 32 mm - 1000 ml/Product_Prod0028_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,282743.1,582,476,300,75.0,76.0,67.0,837.0,955.0,991.0,29.0,31.0,31.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999907752,0.0006241658635697577,0.016773633755430808,0.06613161401103719,[27.  1.  0. ...  9.  0.  2.],22.718039,39.139908
128,[0 0 0 ... 8 4 0],4,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 19 - Trasparente - Nero - Argento - 32 mm - 1000 ml/Product_Prod0005_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,284631.2,600,486,301,82.0,83.0,75.0,678.0,778.0,817.0,26.0,28.0,29.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999869271,0.0008451313744505172,0.01721760115343499,0.0663547225543358,[56.  0.  0. ...  1.  0.  1.],22.591549,39.216057
129,[0 0 0 ... 0 4 0],4,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 19 - Trasparente - Nero - Argento - 32 mm - 1000 ml/Product_Prod0019_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,282743.1,602,458,300,83.0,84.0,75.0,749.0,854.0,897.0,27.0,29.0,30.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999910595,0.0007644907961454914,0.01702227111842155,0.06602579963794633,[42.  4.  0. ...  8.  0.  2.],22.359259,39.347652
130,[0 0 0 ... 0 4 0],4,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 19 - Trasparente - Nero - Argento - 32 mm - 1000 ml/Product_Prod0024_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,284631.2,602,444,301,83.0,84.0,76.0,766.0,875.0,915.0,28.0,30.0,30.0,[0. 0. 0. ... 0. 0. 0.],0.999999999906055,0.0007899816175618279,0.01701522670492065,0.06619645692089408,[53.  2.  0. ...  5.  0.  1.],22.384712,39.33759
131,[0 4 0 ... 0 4 0],4,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 19 - Trasparente - Nero - Argento - 32 mm - 1000 ml/Product_Prod0020_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,286525.57,628,484,302,89.0,89.0,81.0,639.0,744.0,790.0,25.0,27.0,28.0,[0. 0. 0. ... 0. 0. 0.],0.999999999989659,0.0007283322934066599,0.018274217649700365,0.0660292869477639,[34.  0.  0. ...  5.  0.  0.],23.40218,38.741856
132,[0 0 0 ... 8 4 0],5,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 20  - Alluminio - Anello - Alluminio - 32 mm - 1000 ml/Product_Prod0036_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,207498.88,590,470,257,67.0,70.0,66.0,3823.0,4012.0,4000.0,62.0,63.0,63.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999871,0.000329393010831715,0.012232186326101447,0.05787749417703986,[32.  0.  0. ... 23.  0.  0.],20.95894,40.111458
133,[0 0 0 ... 8 4 0],5,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 20  - Alluminio - Anello - Alluminio - 32 mm - 1000 ml/Product_Prod0032_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,204281.89,600,460,255,62.0,65.0,60.0,3118.0,3241.0,3220.0,56.0,57.0,57.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999484,0.0003456390625227528,0.012506765087199225,0.05752846396691887,[0. 0. 0. ... 5. 1. 1.],21.192343,39.98695
134,[0 0 0 ... 0 4 0],5,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 20  - Alluminio - Anello - Alluminio - 32 mm - 1000 ml/Product_Prod0035_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,204281.89,604,456,255,62.0,66.0,61.0,3184.0,3290.0,3252.0,56.0,57.0,57.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999484,0.00036569997268752003,0.012454512354325455,0.05753979893392904,[44.  0.  0. ... 77.  0.  0.],21.46919,39.836647
135,[0 0 0 ... 0 4 0],5,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 20  - Alluminio - Anello - Alluminio - 32 mm - 1000 ml/Product_Prod0031_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,205887.24,600,476,256,64.0,68.0,63.0,3210.0,3307.0,3270.0,57.0,58.0,57.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999996416,0.00039052103320452833,0.012493145520182563,0.05777344372995772,[17.  0.  0. ...  4.  1.  3.],21.057772,40.05713
136,[0 0 0 ... 0 4 0],5,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 20  - Alluminio - Anello - Alluminio - 32 mm - 1000 ml/Product_Prod0033_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,202682.82,596,462,254,56.0,60.0,55.0,1905.0,2009.0,1998.0,44.0,45.0,45.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999297668,0.0005859480663349702,0.01233020986045187,0.0570308315110149,[58.  3.  0. ...  8.  0.  0.],21.875969,39.614487
137,[0 0 8 ... 0 4 0],6,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 21 - Arancio - 32 mm 1000 ml/Product_Prod0013_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,275253.55,624,486,296,15.0,61.0,168.0,12.0,15.0,155.0,4.0,4.0,12.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999471074,0.0007463112865412751,0.01670304239833299,0.06530029824977118,[49.  2.  0. ...  0.  1.  1.],15.251953,42.608257
138,[0 4 8 ... 0 0 0],6,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 21 - Arancio - 32 mm 1000 ml/Product_Prod0063_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,278985.76,598,444,298,15.0,62.0,166.0,12.0,17.0,200.0,3.0,4.0,14.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999983472,0.0004904361388285794,0.016932779031528,0.06575238643313727,[23.  1.  0. ...  0.  1.  1.],15.862664,42.3841
139,[0 0 8 ... 0 4 0],6,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 21 - Arancio - 32 mm 1000 ml/Product_Prod0060_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,284631.2,610,466,301,16.0,62.0,168.0,11.0,15.0,161.0,3.0,4.0,13.0,[0. 0. 0. ... 0. 0. 0.],0.999999999949457,0.0006162879151854406,0.017245432090304925,0.06622119282474526,[31.  0.  0. ...  0.  0.  1.],15.4524145,42.523407
140,[0 0 0 ... 0 4 8],6,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 21 - Arancio - 32 mm 1000 ml/Product_Prod0113_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,275253.55,612,436,296,16.0,62.0,169.0,12.0,16.0,163.0,4.0,4.0,13.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999885945,0.000814965482796003,0.01684343841879889,0.06530697044198348,[26.  0.  0. ...  1.  0.  0.],17.832031,41.59436
141,[0 0 8 ... 0 4 0],6,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 21 - Arancio - 32 mm 1000 ml/Product_Prod0064_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,280861.29,604,470,299,15.0,61.0,165.0,12.0,17.0,192.0,3.0,4.0,14.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999735537,0.000757306557308012,0.017133271532872054,0.06587010893270263,[46.  2.  0. ...  1.  1.  3.],15.560267,42.515713
142,[0 0 0 ... 0 4 8],6,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 21 - Arancio - 32 mm 1000 ml/Product_Prod0055_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,288426.24,610,478,303,16.0,62.0,169.0,11.0,15.0,161.0,3.0,4.0,13.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999983841,0.0008611042560067567,0.017372117480780814,0.06665023902925105,[41.  0.  0. ...  0.  0.  1.],15.5078125,42.498634
143,[0 0 8 ... 0 4 0],6,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 21 - Arancio - 32 mm 1000 ml/Product_Prod0014_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,277116.51,606,438,297,16.0,62.0,167.0,12.0,17.0,173.0,3.0,4.0,13.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999723094,0.0008028695035901022,0.016970814254419563,0.06548739890747356,[13.  0.  0. ...  0.  0.  4.],16.278646,42.23746
144,[0 0 8 ... 0 4 8],6,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 21 - Arancio - 32 mm 1000 ml/Product_Prod0002_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,275253.55,610,486,296,15.0,61.0,168.0,12.0,14.0,149.0,3.0,4.0,12.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999735537,0.0008189498421748287,0.016689398824950682,0.06530378659563135,[42.  1.  0. ...  0.  0.  0.],15.864746,42.380596
145,[0 0 8 ... 0 4 0],6,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 21 - Arancio - 32 mm 1000 ml/Product_Prod0053_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,280861.29,594,476,299,16.0,62.0,165.0,12.0,19.0,220.0,3.0,4.0,15.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999878817,0.0006101927700442633,0.01709836858233384,0.06570952076532613,[1. 0. 0. ... 0. 0. 2.],16.370117,42.171127
146,[0 0 8 ... 0 0 0],6,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 21 - Arancio - 32 mm 1000 ml/Product_Prod0012_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,280861.29,586,470,299,15.0,61.0,167.0,11.0,15.0,162.0,3.0,4.0,13.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999472164,0.00046217403179339115,0.01697832349820958,0.06578307599822063,[28.  0.  0. ...  0.  1.  1.],15.948661,42.34361
