Unnamed: 0,flat_data,Target,Path,height,width,channels,CircleArea,x_circle,y_circle,r_circle,b_mean_circle,g_mean_circle,r_mean_circle,b_var_circle,g_var_circle,r_var_circle,b_std_circle,g_std_circle,r_std_circle,HOG,HOG_max,HOG_min,HOG_mean,HOG_std,SIFT,SIFT_mean,SIFT_std,TEXTURE,New Target,New Target Name
63,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0026_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,650,556,296,65.0,66.0,55.0,635.0,785.0,792.0,25.0,28.0,28.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999980492,0.0007118647887026,0.0163300653620519,0.0654798595031293,[20.  1.  0. ...  8.  2. 32.],23.161667,38.880642,"[ 7.47935174e-01  1.57373327e+01  9.86038466e-01  5.63551018e+02
  9.02433053e-01  1.69743695e+01  2.23846674e+03  1.57627710e+00
  1.96628616e+00  4.19961747e-03  9.17831339e-01 -6.05276943e-01
  9.04595009e-01]",0,Black-Gold-250ml-1000ml
64,[0 0 0 ... 0 0 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0067_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,662,538,296,68.0,69.0,57.0,645.0,788.0,800.0,25.0,28.0,28.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999985264,0.0008655863489743,0.0163124645181469,0.0655694211888694,[8. 3. 0. ... 0. 0. 0.],23.469585,38.685543,"[ 7.47945007e-01  1.65803659e+01  9.86158513e-01  5.98888921e+02
  9.02075953e-01  1.75992227e+01  2.37897532e+03  1.56871554e+00
  1.96651000e+00  4.33114659e-03  9.25134921e-01 -6.00591692e-01
  9.02697182e-01]",0,Black-Gold-250ml-1000ml
65,[0 0 0 ... 8 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0098_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,674,554,296,66.0,67.0,55.0,686.0,850.0,853.0,26.0,29.0,29.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999822328,0.000673257235199,0.0162133704195452,0.0654235981622741,[51.  0.  0. ...  0.  0.  1.],23.70609,38.546906,"[ 7.47938308e-01  1.63531414e+01  9.85815410e-01  5.76394840e+02
  9.02318602e-01  1.70560736e+01  2.28922622e+03  1.57430844e+00
  1.96877657e+00  4.04861488e-03  9.21877015e-01 -6.02726880e-01
  9.03769959e-01]",0,Black-Gold-250ml-1000ml
66,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0114_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,656,546,296,66.0,67.0,56.0,626.0,763.0,770.0,25.0,28.0,28.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999875716,0.0009189885000685,0.0163019049901327,0.0651022262759181,[29.  1.  0. ...  2.  1.  7.],23.68909,38.55849,"[ 7.47940371e-01  1.43834655e+01  9.87455418e-01  5.73245873e+02
  9.02918363e-01  1.72023098e+01  2.27860003e+03  1.57542734e+00
  1.96163086e+00  4.13792742e-03  9.11703485e-01 -6.08457623e-01
  9.05481067e-01]",0,Black-Gold-250ml-1000ml
67,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0155_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,660,546,296,67.0,67.0,56.0,660.0,789.0,777.0,26.0,28.0,28.0,[0. 0. 0. ... 0. 0. 0.],0.9999999998,0.0006188075100288,0.0162699016690816,0.0654522123823307,[27.  0.  0. ...  0.  0.  0.],24.373455,38.135433,"[ 7.47937306e-01  1.70420063e+01  9.85199090e-01  5.75661442e+02
  9.01986871e-01  1.71906535e+01  2.28560376e+03  1.57418975e+00
  1.96681552e+00  4.30971488e-03  9.24697473e-01 -6.03054834e-01
  9.03737247e-01]",0,Black-Gold-250ml-1000ml
68,[0 0 0 ... 8 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0141_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,666,550,296,68.0,69.0,57.0,701.0,851.0,848.0,26.0,29.0,29.0,[0. 0. 0. ... 0. 0. 0.],0.999999999983378,0.0007950202441146,0.016367201197462,0.065555779445159,[19.  0.  0. ...  0.  0.  1.],23.58547,38.62076,"[ 7.47932895e-01  1.54452187e+01  9.87169927e-01  6.01862044e+02
  9.01601620e-01  1.75121955e+01  2.39200296e+03  1.58499427e+00
  1.98309369e+00  4.26012000e-03  9.26076255e-01 -6.03920862e-01
  9.05499534e-01]",0,Black-Gold-250ml-1000ml
69,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0133_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,273396.87,660,552,295,69.0,69.0,57.0,616.0,761.0,765.0,25.0,28.0,28.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999977396,0.0006353355408044,0.016277301867457,0.0652368385495043,[56.  8.  0. ...  1.  0.  1.],23.695877,38.55445,"[ 7.49896175e-01  1.44915589e+01  9.87720587e-01  5.90028987e+02
  9.02839700e-01  1.74375946e+01  2.34562439e+03  1.55521858e+00
  1.94358350e+00  4.20314896e-03  9.14041378e-01 -6.02407223e-01
  9.01414664e-01]",0,Black-Gold-250ml-1000ml
70,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0172_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,666,546,296,65.0,66.0,55.0,643.0,791.0,792.0,25.0,28.0,28.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999642336,0.0007257201718403,0.0162414628484882,0.0654166298535682,[36. 17.  0. ... 20. 43.  8.],23.368187,38.754303,"[ 7.47935740e-01  1.59845256e+01  9.85762239e-01  5.61296346e+02
  9.02381030e-01  1.69204120e+01  2.22920086e+03  1.57255279e+00
  1.96422165e+00  4.31266356e-03  9.21002616e-01 -6.03483986e-01
  9.03684933e-01]",0,Black-Gold-250ml-1000ml
71,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0028_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,273396.87,656,548,295,66.0,67.0,55.0,551.0,682.0,698.0,23.0,26.0,26.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999873024,0.0009559558948139,0.0163911187786488,0.0650798217390359,[48.  2.  0. ...  0.  0.  1.],23.447857,38.710495,"[ 7.49896151e-01  1.35040717e+01  9.87652380e-01  5.46783176e+02
  9.02812782e-01  1.68355085e+01  2.17362863e+03  1.54831504e+00
  1.93857721e+00  4.43786051e-03  9.12747061e-01 -6.00306310e-01
  9.00088945e-01]",0,Black-Gold-250ml-1000ml
72,[0 0 0 ... 0 0 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0069_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,666,542,296,67.0,68.0,57.0,690.0,849.0,857.0,26.0,29.0,29.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999921946,0.0007044915402859,0.0164157777769341,0.0652876738628831,[61. 48.  7. ...  7. 15. 24.],23.610687,38.605637,"[ 7.47941356e-01  1.70371110e+01  9.85675877e-01  5.94647677e+02
  9.02247049e-01  1.73873987e+01  2.36155360e+03  1.57596884e+00
  1.97019830e+00  4.19849490e-03  9.20398461e-01 -6.03492465e-01
  9.04212252e-01]",0,Black-Gold-250ml-1000ml
73,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0127_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,271546.47,666,544,294,70.0,70.0,57.0,647.0,783.0,779.0,25.0,28.0,28.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999921964,0.0007767868920721,0.0162477693851765,0.0650299892663322,[64. 11.  0. ...  3.  0.  0.],23.304346,38.79226,"[ 7.51796717e-01  1.42863057e+01  9.88071851e-01  5.98800306e+02
  9.03538563e-01  1.74753458e+01  2.38091492e+03  1.54730879e+00
  1.93492558e+00  4.34838133e-03  9.07465642e-01 -6.03275819e-01
  9.00997598e-01]",0,Black-Gold-250ml-1000ml
74,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0166_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,662,544,296,65.0,65.0,54.0,601.0,738.0,737.0,25.0,27.0,27.0,[0. 0. 0. ... 0. 0. 0.],0.9999999998146606,0.0005695889535663,0.0163081767809489,0.0654000301754382,[140.   0.   0. ...  11.   3.   5.],23.540346,38.654224,"[ 7.47940095e-01  1.62936809e+01  9.85029017e-01  5.44131755e+02
  9.02793823e-01  1.67331672e+01  2.16023334e+03  1.56491743e+00
  1.94950257e+00  4.36441276e-03  9.14303438e-01 -6.05598493e-01
  9.03255152e-01]",0,Black-Gold-250ml-1000ml
75,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0096_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,277116.51,648,546,297,69.0,70.0,59.0,943.0,1089.0,1061.0,31.0,33.0,33.0,[0. 0. 0. ... 0. 0. 0.],0.999999999998366,0.0008149375803451,0.0164181099324498,0.0657980131554265,[47.  1.  0. ...  0.  0.  7.],23.189432,38.8623,"[ 7.45913795e-01  1.55425699e+01  9.88342714e-01  6.66587373e+02
  9.00267756e-01  1.81746639e+01  2.65080692e+03  1.60803302e+00
  2.01778734e+00  3.26562142e-03  9.40280613e-01 -6.01754331e-01
  9.07566882e-01]",0,Black-Gold-250ml-1000ml
76,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0054_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,662,538,296,73.0,74.0,63.0,1264.0,1441.0,1400.0,36.0,38.0,37.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999687852,0.0007595420911636,0.0161659708409884,0.0656056924394979,[31.  1.  0. ...  7.  0.  0.],23.411701,38.730373,"[ 7.47932693e-01  1.67529554e+01  9.89122574e-01  7.70011388e+02
  9.00330721e-01  1.90630404e+01  3.06329260e+03  1.61270407e+00
  2.02254365e+00  3.16189944e-03  9.42339844e-01 -6.04131248e-01
  9.08911078e-01]",0,Black-Gold-250ml-1000ml
77,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0082_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,670,532,296,70.0,71.0,59.0,1024.0,1142.0,1096.0,32.0,34.0,33.0,[0. 0. 0. ... 0. 0. 0.],0.999999999977883,0.0007870147892287,0.0161046467201396,0.065322409962075,[20.  0.  0. ...  1.  0.  1.],23.186653,38.862106,"[ 7.47934705e-01  1.47005892e+01  9.89078284e-01  6.72939749e+02
  9.01371352e-01  1.80950973e+01  2.67705841e+03  1.58933173e+00
  1.99080597e+00  3.16847979e-03  9.29572196e-01 -6.03049857e-01
  9.05808856e-01]",0,Black-Gold-250ml-1000ml
78,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0040_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,654,550,296,67.0,68.0,56.0,624.0,759.0,754.0,25.0,28.0,27.0,[0. 0. 0. ... 0. 0. 0.],0.9999999998581718,0.0006778604455054,0.0164275906006786,0.0653701372486891,[29.  0.  0. ...  1.  0.  4.],23.840048,38.462273,"[ 7.47940239e-01  1.61196744e+01  9.86112237e-01  5.80309804e+02
  9.02738707e-01  1.73431188e+01  2.30511954e+03  1.56730584e+00
  1.94985735e+00  4.36291669e-03  9.14699020e-01 -6.07257176e-01
  9.03962560e-01]",0,Black-Gold-250ml-1000ml
79,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0086_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,650,548,296,69.0,70.0,58.0,699.0,872.0,872.0,26.0,30.0,30.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999842412,0.0009030504324904,0.0164331146793697,0.0654540738015488,[ 1.  7.  5. ...  9. 31.  2.],23.907993,38.42065,"[ 7.47935710e-01  1.74011232e+01  9.86046214e-01  6.23476804e+02
  9.01025531e-01  1.78473709e+01  2.47650609e+03  1.58107759e+00
  1.98271515e+00  4.10190483e-03  9.28433844e-01 -6.01120409e-01
  9.04326134e-01]",0,Black-Gold-250ml-1000ml
80,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0044_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,277116.51,660,546,297,68.0,69.0,57.0,596.0,732.0,745.0,24.0,27.0,27.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999938846,0.0006588718261388,0.0165892883980659,0.0656276214087916,[22.  0.  0. ...  1.  0.  1.],23.728893,38.538963,"[ 7.45918376e-01  1.46078541e+01  9.87721066e-01  5.94785423e+02
  9.01721610e-01  1.77287269e+01  2.36453384e+03  1.58091256e+00
  1.97789019e+00  4.34979343e-03  9.24716539e-01 -6.02700827e-01
  9.04553953e-01]",0,Black-Gold-250ml-1000ml
81,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0092_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,277116.51,672,542,297,71.0,72.0,60.0,957.0,1121.0,1096.0,31.0,33.0,33.0,[0. 0. 0. ... 0. 0. 0.],0.999999999966338,0.0004788563413502,0.0161758917533068,0.0653475220984999,[46.  3.  0. ...  7.  0.  2.],23.645796,38.58855,"[ 7.45916606e-01  1.65556086e+01  9.88041277e-01  6.92140790e+02
  9.00363319e-01  1.85398654e+01  2.75200755e+03  1.61155572e+00
  2.01862441e+00  3.74489286e-03  9.38199447e-01 -6.04316736e-01
  9.08661885e-01]",0,Black-Gold-250ml-1000ml
82,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0123_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,650,546,296,69.0,69.0,57.0,642.0,794.0,798.0,25.0,28.0,28.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999872176,0.0008330829666183,0.016623065363827,0.0653207032629681,[21. 49. 25. ...  0.  0.  2.],23.735258,38.532494,"[ 7.47932513e-01  1.65723883e+01  9.86245092e-01  6.02371127e+02
  9.02482361e-01  1.76506226e+01  2.39291212e+03  1.57487259e+00
  1.96371689e+00  4.31153926e-03  9.16994936e-01 -6.05879275e-01
  9.04616178e-01]",0,Black-Gold-250ml-1000ml
83,[0 0 0 ... 8 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0162_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,154830.12,658,552,222,58.0,52.0,39.0,323.0,315.0,272.0,18.0,18.0,16.0,[0. 0. 0. ... 0. 0. 0.],0.999999999952722,0.0012970689366439,0.0098999078018343,0.0510226103121078,[71. 21.  0. ...  0.  0.  2.],24.144838,38.26614,"[ 8.53226195e-01  5.11614740e+00  9.86543608e-01  1.90085928e+02
  9.48665523e-01  7.42553523e+00  7.55227566e+02  8.90818580e-01
  1.06426717e+00  6.02548973e-03  5.26122713e-01 -6.48312397e-01
  7.99751631e-01]",0,Black-Gold-250ml-1000ml
84,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0038_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,652,564,296,66.0,67.0,56.0,573.0,693.0,693.0,24.0,26.0,26.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999934628,0.0006470280993624,0.0163549940984141,0.065431001628522,[ 0.  0.  0. ... 16.  0.  0.],23.749428,38.525997,"[ 7.47928439e-01  1.49150525e+01  9.86732476e-01  5.62041305e+02
  9.02284459e-01  1.71662500e+01  2.23325017e+03  1.57475877e+00
  1.96464037e+00  4.61269432e-03  9.17529597e-01 -6.04164260e-01
  9.03997508e-01]",0,Black-Gold-250ml-1000ml
85,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0079_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,660,542,296,67.0,68.0,57.0,940.0,1089.0,1064.0,31.0,33.0,33.0,[0. 0. 0. ... 0. 0. 0.],0.999999999961402,0.0004660000925866,0.0161589965998323,0.0653089865035506,[0. 0. 0. ... 1. 1. 2.],23.857332,38.454266,"[ 7.47938685e-01  1.62407299e+01  9.87165965e-01  6.32666247e+02
  9.02016809e-01  1.75061695e+01  2.51442426e+03  1.58433750e+00
  1.98387645e+00  3.14807173e-03  9.28207984e-01 -6.04086182e-01
  9.05636032e-01]",0,Black-Gold-250ml-1000ml
86,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0137_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,157632.42,662,532,224,58.0,53.0,40.0,395.0,393.0,338.0,20.0,20.0,18.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999607008,0.0011144932428288,0.0098757235486175,0.0509725788318295,[ 0.  0.  0. ...  4.  4. 17.],24.474865,38.066364,"[ 8.51600602e-01  6.38475371e+00  9.84312063e-01  2.03475320e+02
  9.47700062e-01  7.63711173e+00  8.07516528e+02  9.13332903e-01
  1.09309598e+00  5.89273882e-03  5.37052853e-01 -6.47829998e-01
  8.05612231e-01]",0,Black-Gold-250ml-1000ml
87,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0024_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,656,546,296,65.0,66.0,54.0,608.0,723.0,707.0,25.0,27.0,27.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999794068,0.0007858641477461,0.0162730406308883,0.0651094472485626,[0. 0. 0. ... 0. 0. 1.],23.925169,38.409,"[ 7.47935755e-01  1.55211673e+01  9.85846904e-01  5.48286173e+02
  9.03326434e-01  1.68489295e+01  2.17762353e+03  1.57230448e+00
  1.95953838e+00  4.56818010e-03  9.12585760e-01 -6.06021621e-01
  9.04305624e-01]",0,Black-Gold-250ml-1000ml
88,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0065_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,662,554,296,70.0,71.0,60.0,1031.0,1191.0,1157.0,32.0,35.0,34.0,[0. 0. 0. ... 0. 0. 0.],0.99999999997818,0.0006133434868109,0.015871483772427,0.0656775570233279,[16.  0.  0. ...  0. 16. 17.],23.22253,38.840996,"[ 7.47936248e-01  1.58128777e+01  9.88561446e-01  6.91147461e+02
  9.00755782e-01  1.82963926e+01  2.74877697e+03  1.59949165e+00
  2.00898304e+00  3.41051047e-03  9.42832502e-01 -6.00308815e-01
  9.06240922e-01]",0,Black-Gold-250ml-1000ml
89,[0 0 0 ... 0 0 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0030_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,660,538,296,67.0,68.0,56.0,611.0,751.0,755.0,25.0,27.0,27.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999871,0.0008941423792417,0.0165670166273858,0.0654203102663567,[38.  0.  0. ... 13. 13.  2.],23.312046,38.7867,"[ 7.47932137e-01  1.44989480e+01  9.87389091e-01  5.74810473e+02
  9.02911362e-01  1.72589808e+01  2.28474294e+03  1.57317940e+00
  1.95763529e+00  4.43602501e-03  9.10513155e-01 -6.08803135e-01
  9.05267503e-01]",0,Black-Gold-250ml-1000ml
90,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0071_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,662,544,296,69.0,70.0,58.0,786.0,954.0,960.0,28.0,31.0,31.0,[0. 0. 0. ... 0. 0. 0.],0.9999999997308804,0.0006500411814805,0.016127287958194,0.065444871151066,[78.  7.  0. ...  0.  0.  5.],23.204628,38.854427,"[ 7.47943292e-01  1.66205622e+01  9.86994286e-01  6.38916029e+02
  9.01112250e-01  1.79207159e+01  2.53904355e+03  1.57437002e+00
  1.98115642e+00  3.25907969e-03  9.33618351e-01 -5.97098116e-01
  9.02532501e-01]",0,Black-Gold-250ml-1000ml
91,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0102_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,674,552,296,67.0,68.0,56.0,648.0,786.0,778.0,25.0,28.0,28.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999615689,0.0008385642760103,0.0163488689802223,0.0654325323454542,[22.  0.  0. ...  0.  0.  0.],23.736795,38.53423,"[ 7.47934600e-01  1.75013242e+01  9.85014632e-01  5.83901164e+02
  9.02674164e-01  1.73467491e+01  2.31810333e+03  1.57846235e+00
  1.96755686e+00  4.20053843e-03  9.17293661e-01 -6.06315137e-01
  9.05127946e-01]",0,Black-Gold-250ml-1000ml
92,[0 0 0 ... 8 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0157_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,277116.51,668,542,297,66.0,67.0,55.0,593.0,730.0,733.0,24.0,27.0,27.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999954202,0.0006482798188472,0.0165410508248462,0.0654268803542846,[43.  0.  0. ...  1.  0.  1.],23.918114,38.421787,"[ 7.45915128e-01  1.75663119e+01  9.84512080e-01  5.67051769e+02
  9.02020019e-01  1.72398776e+01  2.25064076e+03  1.58110399e+00
  1.97409798e+00  4.60659746e-03  9.20645984e-01 -6.04508481e-01
  9.04959931e-01]",0,Black-Gold-250ml-1000ml
93,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0058_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,278985.76,668,546,298,71.0,72.0,61.0,1128.0,1341.0,1310.0,34.0,37.0,36.0,[0. 0. 0. ... 0. 0. 0.],0.99999999998478,0.0007442638639394,0.0161913762548202,0.0656844524000256,[34.  0.  0. ... 38. 13.  0.],23.46631,38.698624,"[ 7.45922039e-01  1.82194113e+01  9.87512329e-01  7.29434702e+02
  9.00974484e-01  1.86898174e+01  2.89951940e+03  1.61887963e+00
  2.02792494e+00  3.43986491e-03  9.37512410e-01 -6.05589141e-01
  9.09929797e-01]",0,Black-Gold-250ml-1000ml
94,[0 0 0 ... 8 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0153_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,662,534,296,69.0,69.0,57.0,602.0,744.0,745.0,25.0,27.0,27.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999845142,0.0009085994717159,0.0166019867832884,0.0654540930679026,[16. 18.  3. ...  3.  0.  0.],23.334791,38.77383,"[ 7.47934019e-01  1.36909387e+01  9.88503684e-01  5.95400703e+02
  9.02461093e-01  1.76458189e+01  2.36791187e+03  1.57079485e+00
  1.96263741e+00  4.40742007e-03  9.13282303e-01 -6.04891434e-01
  9.04119600e-01]",0,Black-Gold-250ml-1000ml
